etnia,sexo,escuela,edad,DEP1,DEP2,DEP3,DEP4,DEP5,DEP6,DEP7,DEP8,GAD1,GAD2,GAD3,GAD4,GAD5,GAD6,GAD7,MSPSS1,MSPSS2,MSPSS3,MSPSS4,MSPSS5,MSPSS6,MSPSS7,MSPSS8,MSPSS9,MSPSS10,MSPSS11,MSPSS12,DEP_Total,GAD_Total,MSPSS_Total
Minoritaria,Mujer,Publica municipal,15,3,1,0,0,2,0,3,2,0,3,3,0,0,2,0,6,7,7,6,7,7,7,6,7,7,7,7,11,8,6.75
Minoritaria,Mujer,Publica municipal,18,1,2,2,3,0,3,3,2,1,3,2,3,2,2,3,6,6,7,7,6,6,6,6,6,6,7,6,16,16,6.25
Minoritaria,Mujer,Publica municipal,17,3,3,2,1,3,3,3,2,2,2,0,2,0,1,3,7,1,5,5,7,1,1,5,1,1,6,1,20,10,3.41666666666667
Minoritaria,Mujer,Publica municipal,17,1,1,0,2,0,2,3,0,1,1,1,0,1,1,1,7,6,7,7,6,6,6,7,6,6,7,6,9,6,6.41666666666667
Minoritaria,Mujer,Publica municipal,16,0,2,3,1,0,2,3,1,0,1,3,0,0,1,0,5,6,7,7,6,5,3,7,6,2,6,6,12,5,5.5
Minoritaria,Mujer,Publica municipal,17,1,1,0,1,0,1,0,0,0,1,0,0,2,1,1,7,7,6,6,6,5,5,6,5,5,2,3,4,5,5.25
Minoritaria,Mujer,Publica municipal,16,2,1,2,0,0,1,0,0,0,0,1,0,0,1,2,6,5,7,5,5,5,5,6,5,5,6,5,6,4,5.41666666666667
Minoritaria,Mujer,Publica municipal,15,3,2,1,1,0,2,3,0,1,1,2,3,1,3,1,7,6,7,7,7,6,4,6,5,4,7,5,12,12,5.91666666666667
Predominante,Mujer,Publica municipal,16,3,1,2,2,1,1,3,0,3,1,0,0,2,2,2,4,2,6,4,4,4,4,4,3,3,4,5,13,10,3.91666666666667
Minoritaria,Mujer,Publica municipal,16,2,3,3,3,2,3,3,2,2,3,2,1,3,3,3,7,7,7,6,7,6,6,5,6,7,7,6,21,17,6.41666666666667
Predominante,Mujer,Publica municipal,16,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,5,5,6,2,5,5,5,6,5,2,5,5,0,3,4.66666666666667
Minoritaria,Mujer,Publica municipal,16,0,2,1,1,0,1,1,2,0,1,1,2,2,1,2,5,5,5,5,5,3,5,5,5,6,5,5,8,9,4.91666666666667
Minoritaria,Hombre,Privada distrital,18,3,0,2,1,1,1,3,1,1,2,3,3,1,3,0,1,1,6,5,1,5,6,7,6,7,6,6,12,13,4.75
Minoritaria,Hombre,Privada distrital,16,3,0,1,0,0,1,2,0,0,0,0,1,1,0,0,1,4,6,5,5,3,2,7,5,7,3,6,7,2,4.5
Minoritaria,Mujer,Privada distrital,14,2,3,0,1,2,3,1,2,0,2,3,1,0,3,1,2,2,7,5,2,5,2,5,2,2,5,5,14,10,3.66666666666667
Minoritaria,Hombre,Privada distrital,20,1,3,1,1,2,1,3,1,3,3,3,1,1,3,2,4,4,5,4,5,4,3,4,4,5,4,3,13,16,4.08333333333333
Minoritaria,Hombre,Privada distrital,18,1,1,0,1,0,3,3,0,1,3,3,1,0,1,0,6,6,6,6,6,2,2,6,6,2,6,2,9,9,4.66666666666667
Minoritaria,Mujer,Privada distrital,16,0,2,0,2,0,0,2,0,2,0,2,0,2,0,2,7,6,7,6,7,2,4,7,6,5,6,7,6,8,5.83333333333333
Minoritaria,Mujer,Privada distrital,16,0,0,1,1,0,0,1,3,0,0,3,1,0,3,1,7,7,6,7,5,5,5,6,6,7,6,2,6,8,5.75
Minoritaria,Hombre,Privada distrital,18,2,0,0,2,3,0,2,0,3,2,1,2,3,0,2,4,6,6,6,5,4,5,1,6,2,6,5,9,13,4.66666666666667
Minoritaria,Hombre,Privada distrital,17,1,0,0,0,0,0,2,0,3,0,0,0,1,0,2,6,6,6,2,6,2,4,6,4,2,4,2,3,6,4.16666666666667
Minoritaria,Hombre,Privada distrital,15,1,2,0,3,0,1,3,0,1,3,2,1,0,3,1,5,6,7,5,5,2,5,7,3,2,6,4,10,11,4.75
Minoritaria,Hombre,Privada distrital,16,1,2,1,2,1,3,1,1,2,1,3,3,0,3,0,7,6,7,3,4,2,2,4,2,7,3,2,12,12,4.08333333333333
Minoritaria,Hombre,Privada distrital,17,1,2,1,1,1,2,1,1,1,1,1,0,1,2,1,6,5,6,6,6,5,2,2,5,6,6,5,10,7,5
Minoritaria,Mujer,Privada distrital,15,2,1,0,0,1,3,1,1,2,1,3,1,0,0,2,7,7,7,7,7,1,1,5,1,1,7,1,9,9,4.33333333333333
Minoritaria,Hombre,Privada distrital,17,2,1,3,2,0,3,1,0,3,1,2,3,2,1,1,3,6,1,6,7,6,6,2,3,6,7,6,12,13,4.91666666666667
Minoritaria,Hombre,Privada distrital,17,3,0,0,1,0,0,1,0,1,3,0,0,1,0,2,6,6,1,7,6,6,4,6,5,7,7,5,5,7,5.5
Minoritaria,Hombre,Privada distrital,19,0,1,3,0,0,1,0,1,0,1,1,0,0,0,1,1,6,2,2,1,6,6,1,6,2,2,4,6,3,3.25
Minoritaria,Mujer,Privada distrital,15,0,3,1,0,0,3,0,0,2,3,3,3,1,1,3,1,1,1,1,6,1,1,1,1,1,1,1,7,16,1.41666666666667
Predominante,Hombre,Privada distrital,17,1,0,3,3,0,3,0,0,2,2,3,3,2,2,3,7,7,7,7,3,4,4,4,5,6,6,6,10,17,5.5
Minoritaria,Mujer,Privada distrital,15,1,0,0,1,0,2,0,0,2,0,3,0,0,2,2,7,7,7,7,7,6,1,7,7,7,7,6,4,9,6.33333333333333
Minoritaria,Mujer,Privada distrital,15,2,3,3,3,0,3,3,0,0,3,3,0,1,0,0,7,7,7,6,7,1,2,1,1,7,7,1,17,7,4.5
Minoritaria,Hombre,Privada distrital,17,3,2,3,2,1,1,1,2,1,2,0,1,1,1,3,1,5,3,2,1,3,4,1,2,1,4,3,15,9,2.5
Minoritaria,Hombre,Privada distrital,15,3,1,1,2,1,1,2,0,1,0,1,2,1,3,3,7,7,7,6,7,5,4,6,6,7,6,4,11,11,6
Minoritaria,Mujer,Privada distrital,18,0,2,3,1,1,2,0,0,2,1,0,1,2,3,0,6,7,7,6,6,4,5,5,4,3,6,6,9,9,5.41666666666667
Minoritaria,Hombre,Privada distrital,18,1,1,0,2,0,0,0,0,1,0,2,0,0,0,0,7,7,7,7,7,2,2,7,7,2,7,7,4,3,5.75
Minoritaria,Mujer,Privada distrital,17,0,2,2,1,0,0,1,2,2,2,2,2,2,3,3,7,7,7,7,7,6,6,7,6,6,7,6,8,16,6.58333333333333
Minoritaria,Hombre,Privada distrital,18,3,1,1,1,0,1,3,3,1,3,3,3,2,1,3,5,5,7,6,4,4,1,6,4,4,6,4,13,16,4.66666666666667
Minoritaria,Hombre,Privada distrital,19,1,1,2,1,1,2,3,1,2,1,1,2,1,2,2,4,4,6,6,6,4,4,5,6,6,6,4,12,11,5.08333333333333
Minoritaria,Mujer,Privada distrital,19,3,1,2,1,1,3,3,1,2,2,3,3,3,3,3,5,5,7,6,4,4,1,1,4,4,5,2,15,19,4
Minoritaria,Mujer,Privada distrital,18,1,3,3,3,0,3,3,3,3,3,3,2,0,3,3,1,2,7,7,3,3,5,2,2,1,4,5,19,17,3.5
Minoritaria,Hombre,Privada distrital,19,3,1,0,1,0,0,1,0,1,0,2,3,0,0,1,7,6,7,7,6,7,2,7,7,7,6,3,6,7,6
Minoritaria,Hombre,Privada distrital,18,2,1,1,2,1,1,1,1,1,3,1,2,1,1,0,4,5,5,1,5,3,6,5,4,5,2,5,10,9,4.16666666666667
Minoritaria,Mujer,Privada distrital,18,0,0,0,0,0,0,0,2,1,3,2,0,2,1,2,7,7,7,7,7,6,4,7,6,7,7,4,2,11,6.33333333333333
Minoritaria,Hombre,Privada distrital,21,1,2,0,1,2,1,3,2,0,2,2,0,0,0,0,7,7,7,7,7,3,7,5,7,6,6,6,12,4,6.25
Minoritaria,Mujer,Privada distrital,19,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,3,3,7
Minoritaria,Mujer,Privada distrital,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,0,1,7
Minoritaria,Hombre,Privada distrital,18,2,1,1,2,1,3,1,1,2,3,2,1,2,1,0,4,5,5,1,5,7,7,5,5,5,4,5,12,11,4.83333333333333
Minoritaria,Mujer,Privada distrital,18,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,7,6,6,7,7,6,7,7,7,7,6,2,2,3,6.25
Minoritaria,Mujer,Privada distrital,17,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,7,6,7,7,7,6,6,7,7,7,2,2,1,3,5.91666666666667
Minoritaria,Hombre,Privada distrital,18,1,1,3,2,0,1,0,0,2,3,3,0,0,0,3,7,7,7,4,7,4,6,7,4,1,7,1,8,11,5.16666666666667
Minoritaria,Hombre,Privada distrital,18,0,1,0,0,0,1,0,3,3,0,2,0,0,0,3,5,4,2,4,4,5,4,4,5,4,1,4,5,8,3.83333333333333
Minoritaria,Hombre,Privada distrital,18,3,0,2,3,0,0,1,0,1,0,1,0,1,0,0,6,5,6,6,5,5,6,5,5,6,6,5,9,3,5.5
Minoritaria,Hombre,Privada distrital,15,3,2,0,1,0,1,0,2,1,0,0,1,0,3,1,5,7,1,5,2,4,1,6,7,6,4,6,9,6,4.5
Minoritaria,Hombre,Privada distrital,17,3,0,0,3,0,0,1,0,3,3,3,0,0,1,0,7,7,7,7,6,2,1,7,7,7,7,1,7,10,5.5
Minoritaria,Hombre,Privada distrital,15,3,0,1,1,1,0,1,0,0,0,1,0,0,1,1,7,6,7,7,5,6,4,5,7,2,6,5,7,3,5.58333333333333
Minoritaria,Hombre,Privada distrital,19,2,3,1,1,1,1,3,1,1,1,3,3,1,1,1,4,4,3,4,6,4,5,6,4,6,6,4,13,11,4.66666666666667
Minoritaria,Mujer,Privada distrital,15,1,0,0,0,1,0,1,1,1,3,1,1,1,3,0,6,6,7,6,6,7,7,7,6,7,6,6,4,10,6.41666666666667
Minoritaria,Hombre,Privada distrital,16,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,6,7,7,7,5,6,1,7,6,5,5,6,4,4,5.66666666666667
Minoritaria,Mujer,Privada distrital,22,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,7,1,7,1,7,7,7,1,6,7,6,2,24,20,4.91666666666667
Minoritaria,Mujer,Privada distrital,18,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,6,5,7,7,6,5,5,5,5,7,7,5,5,3,5.83333333333333
Minoritaria,Hombre,Privada distrital,17,1,0,1,3,0,0,3,2,0,0,1,0,0,1,0,7,6,6,4,7,6,6,2,7,6,2,6,10,2,5.41666666666667
Minoritaria,Hombre,Privada distrital,18,1,0,2,1,0,3,1,1,3,0,0,1,2,1,0,5,2,1,1,4,6,2,2,3,1,4,1,9,7,2.66666666666667
Predominante,Hombre,Privada distrital,17,3,0,0,1,1,0,3,2,1,0,1,2,0,1,2,7,4,7,4,1,7,1,5,5,7,7,3,10,7,4.83333333333333
Minoritaria,Hombre,Privada distrital,18,3,1,2,2,1,3,2,1,3,1,2,1,2,1,3,3,4,5,2,4,5,5,2,5,5,3,2,15,13,3.75
Minoritaria,Mujer,Privada distrital,17,1,1,2,1,2,3,3,3,1,1,1,3,2,1,0,3,6,2,2,4,4,2,5,4,3,7,4,16,9,3.83333333333333
Minoritaria,Mujer,Privada distrital,18,1,3,1,3,2,0,1,0,1,1,3,0,0,1,1,2,2,2,1,2,7,6,1,5,2,1,2,11,7,2.75
Minoritaria,Mujer,Privada distrital,16,1,1,0,1,0,0,0,1,2,2,1,1,0,1,2,6,6,6,5,6,6,4,5,4,6,5,6,4,9,5.41666666666667
Minoritaria,Hombre,Privada distrital,18,1,3,2,1,3,1,0,2,1,3,2,1,1,2,1,3,2,2,2,3,3,4,2,2,3,2,3,13,11,2.58333333333333
Minoritaria,Hombre,Privada distrital,19,2,1,0,1,2,2,3,2,2,2,1,1,0,2,1,7,7,7,3,5,3,4,6,7,6,7,1,13,9,5.25
Minoritaria,Mujer,Privada distrital,17,1,3,1,3,0,0,0,0,1,1,1,3,1,0,0,6,2,2,5,5,7,7,5,6,6,5,7,8,7,5.25
Minoritaria,Mujer,Privada distrital,17,0,2,0,3,0,2,0,0,1,0,2,0,0,1,1,2,1,4,5,1,1,4,3,1,1,7,4,7,5,2.83333333333333
Predominante,Hombre,Privada distrital,14,3,0,2,2,0,0,2,0,0,0,0,2,0,0,0,5,7,7,7,7,5,5,2,5,5,7,5,9,2,5.58333333333333
Minoritaria,Hombre,Privada distrital,18,3,3,0,2,3,3,0,3,3,0,3,1,3,1,0,2,2,1,1,1,6,6,1,7,1,2,6,17,11,3
Minoritaria,Hombre,Privada distrital,16,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,3,7,7,7,5,4,6,7,7,7,7,7,8,4,6.16666666666667
Minoritaria,Hombre,Privada distrital,17,0,1,0,2,2,0,3,0,0,3,0,1,2,1,1,2,6,6,7,3,6,1,6,7,4,7,4,8,8,4.91666666666667
Minoritaria,Mujer,Privada distrital,16,2,1,0,0,3,2,2,1,2,1,3,0,0,2,0,6,6,6,2,4,7,5,2,7,3,5,4,11,8,4.75
Minoritaria,Mujer,Privada distrital,17,2,1,1,1,1,1,1,2,2,1,3,2,1,2,1,7,7,1,1,7,7,7,7,7,7,7,5,10,12,5.83333333333333
Minoritaria,Hombre,Privada distrital,17,1,0,0,2,0,0,2,0,0,2,1,2,0,0,3,3,6,6,6,3,6,5,6,6,6,6,5,5,8,5.33333333333333
Minoritaria,Hombre,Privada distrital,17,2,0,2,0,0,0,2,0,0,1,0,0,2,3,0,7,1,7,6,6,4,2,6,4,2,6,4,6,6,4.58333333333333
Minoritaria,Mujer,Privada distrital,18,1,2,0,2,0,3,3,1,1,2,3,1,0,3,1,3,3,2,2,5,3,5,4,3,3,6,5,12,11,3.66666666666667
Minoritaria,Mujer,Privada distrital,16,1,2,0,3,2,1,1,2,3,2,2,2,1,0,0,6,1,6,4,1,1,1,3,1,2,6,1,12,10,2.75
Minoritaria,Mujer,Privada distrital,17,1,1,2,3,1,2,1,3,1,1,3,2,0,0,2,6,2,7,1,3,7,4,5,1,2,2,2,14,9,3.5
Minoritaria,Mujer,Privada distrital,16,3,0,0,0,0,0,3,0,0,1,1,0,1,0,0,5,5,5,5,6,6,7,1,6,7,1,2,6,3,4.66666666666667
Predominante,Hombre,Privada distrital,16,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,7,6,7,7,7,6,6,6,7,7,7,6,6,6,6.58333333333333
Minoritaria,Hombre,Privada distrital,16,1,3,0,0,0,3,3,0,0,3,3,0,0,3,3,6,4,4,4,2,4,3,4,3,1,2,2,10,12,3.25
Predominante,Hombre,Privada distrital,16,3,0,1,0,0,0,1,0,0,1,0,1,0,1,0,7,7,7,7,7,7,4,7,4,7,7,1,5,3,6
Minoritaria,Hombre,Privada distrital,19,3,2,1,2,3,3,2,0,1,3,1,3,1,3,3,4,2,6,5,4,2,2,2,2,5,2,2,16,15,3.16666666666667
Minoritaria,Hombre,Privada distrital,18,3,1,0,0,0,1,2,0,2,0,2,0,1,0,2,6,4,6,5,6,4,2,5,6,6,4,7,7,7,5.08333333333333
Minoritaria,Mujer,Privada distrital,19,1,1,0,1,1,3,1,1,1,1,1,3,1,3,1,5,3,5,2,4,5,5,4,5,6,3,5,9,11,4.33333333333333
Minoritaria,Mujer,Privada distrital,19,3,3,0,1,1,3,3,0,3,3,3,2,3,0,1,2,2,4,3,4,6,4,1,3,4,4,6,14,15,3.58333333333333
Minoritaria,Mujer,Privada distrital,19,0,1,0,0,0,1,0,0,0,1,2,2,1,1,0,5,7,6,6,6,5,5,7,5,6,4,3,2,7,5.41666666666667
Minoritaria,Hombre,Privada distrital,17,1,3,0,1,3,3,1,2,1,2,3,1,2,3,2,7,7,7,7,1,1,7,7,1,7,7,1,14,14,5
Minoritaria,Mujer,Privada distrital,17,1,0,0,0,0,0,0,0,0,1,1,0,0,3,0,4,6,7,7,7,4,2,2,4,2,6,6,1,5,4.75
Minoritaria,Hombre,Privada distrital,15,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7,6,7,7,7,3,2,7,7,6,7,2,2,1,5.66666666666667
Minoritaria,Hombre,Privada distrital,16,3,3,0,2,0,3,3,2,3,3,3,1,2,3,3,5,4,7,4,2,1,3,4,3,2,4,2,16,18,3.41666666666667
Minoritaria,Mujer,Privada distrital,17,3,3,2,3,3,3,3,3,3,3,3,3,2,0,1,7,7,7,7,7,7,7,7,7,6,7,7,23,15,6.91666666666667
Minoritaria,Hombre,Privada distrital,15,3,2,3,3,3,2,3,3,0,0,1,1,0,1,1,7,7,7,7,7,7,1,7,7,7,7,7,22,4,6.5
Predominante,Hombre,Privada distrital,17,2,2,0,0,0,0,2,3,0,0,0,3,0,2,3,3,5,6,5,3,4,3,5,3,5,5,2,9,8,4.08333333333333
Minoritaria,Mujer,Privada distrital,17,3,3,2,1,3,1,3,2,3,3,3,3,2,3,3,5,6,6,3,7,5,1,5,5,6,6,2,18,20,4.75
Minoritaria,Mujer,Privada distrital,17,1,3,2,3,0,3,3,0,3,2,3,3,3,3,2,3,5,5,5,5,4,5,3,2,5,5,2,15,19,4.08333333333333
Predominante,Hombre,Privada distrital,17,3,3,1,2,0,1,1,1,1,1,2,0,0,1,0,3,6,1,4,4,4,1,4,3,2,4,1,12,5,3.08333333333333
Predominante,Mujer,Privada distrital,16,2,3,0,0,0,0,1,0,1,3,3,2,0,1,3,6,6,6,6,6,6,6,6,6,6,6,6,6,13,6
Minoritaria,Mujer,Privada distrital,16,0,2,0,2,0,3,1,2,0,2,3,0,2,1,0,2,2,1,4,5,4,1,4,6,3,7,6,10,8,3.75
Minoritaria,Hombre,Privada distrital,16,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,7,6,6,6,6,5,6,6,5,6,6,5,2,2,5.83333333333333
Minoritaria,Mujer,Privada distrital,15,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,6,6,7,7,7,5,1,7,6,2,6,2,3,0,5.16666666666667
Minoritaria,Hombre,Privada distrital,14,1,1,3,2,0,1,2,1,1,2,2,0,3,1,2,7,7,7,7,6,7,1,6,6,7,6,1,11,11,5.66666666666667
Predominante,Hombre,Privada distrital,18,1,0,0,2,2,2,3,2,2,2,2,2,1,2,1,6,6,7,7,6,5,5,5,6,6,7,3,12,12,5.75
Minoritaria,Hombre,Privada distrital,17,1,3,0,3,0,1,1,3,1,3,3,0,1,3,1,3,1,1,1,1,5,5,2,5,3,1,7,12,12,2.91666666666667
Predominante,Mujer,Privada distrital,15,2,3,0,2,1,0,1,1,2,1,1,1,1,1,0,2,6,2,2,2,6,2,2,2,2,2,2,10,7,2.66666666666667
Minoritaria,Hombre,Privada distrital,16,1,2,3,2,3,0,1,0,0,1,3,0,2,1,3,6,2,7,1,7,1,1,1,5,7,1,4,12,10,3.58333333333333
Minoritaria,Hombre,Privada distrital,15,2,2,0,0,2,0,0,0,0,0,2,3,2,0,2,6,6,7,7,7,6,6,7,7,7,7,6,6,9,6.58333333333333
Minoritaria,Mujer,Privada distrital,16,2,0,3,1,0,1,0,3,1,1,2,0,3,2,1,7,4,7,7,2,1,6,6,6,1,4,2,10,10,4.41666666666667
Minoritaria,Mujer,Privada distrital,16,3,3,1,3,0,3,3,1,2,3,3,2,0,0,3,6,2,6,2,2,5,2,2,2,2,6,1,17,13,3.16666666666667
Minoritaria,Hombre,Privada distrital,15,2,1,0,0,0,0,1,0,0,2,1,2,0,0,0,6,6,6,6,2,2,6,6,2,2,6,2,4,5,4.33333333333333
Predominante,Mujer,Privada distrital,17,0,0,2,0,0,1,2,0,0,1,2,0,0,0,0,6,6,5,6,6,4,3,6,5,5,6,5,5,3,5.25
Minoritaria,Hombre,Privada distrital,15,3,2,1,1,2,1,2,1,1,1,1,2,0,1,0,5,5,7,5,5,5,5,5,5,5,6,2,13,6,5
Minoritaria,Hombre,Privada distrital,18,1,1,1,2,0,1,3,0,2,3,1,1,0,1,1,2,7,6,5,4,5,2,3,5,5,4,6,9,9,4.5
Minoritaria,Hombre,Privada distrital,18,3,1,2,1,0,3,1,0,1,3,3,3,0,1,0,7,7,7,6,7,5,4,5,4,7,5,4,11,11,5.66666666666667
Minoritaria,Hombre,Privada distrital,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,3,1,6,6,6,6,3,1,0,5.08333333333333
Minoritaria,Hombre,Privada distrital,17,2,0,1,2,1,2,1,1,1,1,2,1,1,3,2,4,4,7,7,4,7,7,7,7,4,6,7,10,11,5.91666666666667
Minoritaria,Hombre,Privada distrital,20,0,0,0,1,0,0,0,0,3,0,3,0,0,0,3,4,6,7,7,7,1,1,5,4,7,6,1,1,9,4.66666666666667
Minoritaria,Hombre,Privada distrital,16,0,0,0,1,0,0,1,0,0,0,1,1,2,0,0,6,6,6,7,5,2,6,6,6,6,6,2,2,4,5.33333333333333
Minoritaria,Hombre,Privada distrital,16,1,1,0,1,0,2,2,1,1,2,3,1,0,0,1,5,2,5,4,6,1,1,5,3,3,7,1,8,8,3.58333333333333
Minoritaria,Hombre,Privada distrital,17,1,0,2,1,2,2,3,1,2,2,3,0,3,3,1,7,1,7,4,5,1,1,1,1,2,4,1,12,14,2.91666666666667
Minoritaria,Mujer,Privada distrital,15,0,1,0,2,0,1,2,1,0,1,1,2,2,3,2,6,7,6,5,6,6,5,6,6,7,5,3,7,11,5.66666666666667
Minoritaria,Mujer,Privada distrital,15,3,3,2,2,1,3,3,2,3,2,3,1,2,1,1,6,6,7,7,7,3,2,7,3,7,7,3,19,13,5.41666666666667
Minoritaria,Hombre,Privada distrital,16,1,3,0,2,0,3,3,0,1,2,3,0,2,3,3,3,6,2,6,2,2,6,2,6,7,7,2,12,14,4.25
Minoritaria,Mujer,Privada distrital,15,0,1,0,0,1,3,1,1,1,3,0,0,0,3,2,3,3,7,7,4,2,2,7,2,4,6,3,7,9,4.16666666666667
Minoritaria,Mujer,Privada distrital,15,1,2,2,0,1,0,3,1,3,2,1,0,0,1,2,7,6,7,7,5,2,5,5,6,3,3,2,10,9,4.83333333333333
Minoritaria,Mujer,Privada distrital,17,3,3,2,0,1,2,3,2,2,1,3,3,2,3,2,6,6,7,1,7,4,4,6,4,6,6,1,16,16,4.83333333333333
Minoritaria,Hombre,Privada distrital,20,3,3,2,2,0,1,0,1,2,0,0,2,3,2,0,3,3,5,2,2,5,2,5,5,5,6,5,12,9,4
Minoritaria,Hombre,Privada distrital,16,2,2,2,2,2,3,2,2,2,2,2,3,2,2,3,7,2,7,6,5,3,2,6,3,7,4,2,17,16,4.5
Minoritaria,Hombre,Privada distrital,16,2,0,0,1,3,0,2,0,3,0,2,0,0,0,3,7,7,7,4,5,1,4,5,6,6,6,3,8,8,5.08333333333333
Minoritaria,Hombre,Privada distrital,15,1,2,2,3,2,3,2,3,3,0,0,1,1,3,2,6,5,4,6,1,3,7,2,7,2,1,7,18,10,4.25
Minoritaria,Hombre,Privada distrital,15,1,3,0,3,1,2,2,3,3,2,3,0,1,3,2,6,6,7,6,3,1,3,7,2,7,6,2,15,14,4.66666666666667
Minoritaria,Hombre,Privada distrital,17,3,3,1,3,3,3,3,1,3,1,3,1,1,1,1,2,2,4,2,2,4,4,2,3,3,2,1,20,11,2.58333333333333
Predominante,Mujer,Privada distrital,16,1,0,0,3,1,1,1,2,1,1,1,3,0,1,1,5,4,5,1,2,5,3,7,6,1,3,6,9,8,4
Minoritaria,Mujer,Privada distrital,18,1,0,2,1,1,2,1,0,2,3,3,2,3,0,2,6,6,6,6,6,4,2,6,3,1,7,5,8,15,4.83333333333333
Minoritaria,Mujer,Privada distrital,18,1,0,1,1,0,3,0,0,0,0,1,0,0,0,3,6,6,6,6,6,4,4,4,5,5,4,5,6,4,5.08333333333333
Minoritaria,Hombre,Privada distrital,17,1,2,2,1,2,3,1,0,1,3,3,3,2,2,3,1,2,6,5,2,4,2,6,2,3,2,4,12,17,3.25
Minoritaria,Mujer,Privada distrital,17,3,3,3,2,0,3,3,0,3,3,1,2,3,0,3,2,6,6,6,6,1,1,6,2,2,1,6,17,15,3.75
Minoritaria,Hombre,Privada distrital,19,1,1,2,2,0,1,2,0,1,2,2,3,3,1,1,5,6,4,5,3,4,4,5,5,3,5,5,9,13,4.5
Minoritaria,Hombre,Privada distrital,15,2,2,3,3,2,3,3,2,2,2,3,1,0,3,3,1,7,7,7,7,2,2,7,2,7,7,2,20,14,4.83333333333333
Minoritaria,Hombre,Privada distrital,18,3,2,1,1,1,3,3,0,2,3,2,1,2,2,3,4,2,2,2,4,5,4,2,5,2,2,5,14,15,3.25
Minoritaria,Hombre,Privada distrital,15,0,0,1,0,0,2,0,1,1,3,0,1,0,0,3,7,3,7,6,5,4,4,6,5,7,7,1,4,8,5.16666666666667
Minoritaria,Hombre,Privada distrital,14,3,0,0,3,3,3,3,0,3,0,3,0,0,0,1,7,7,7,7,7,4,2,7,2,7,7,4,15,7,5.66666666666667
Predominante,Mujer,Privada distrital,16,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,2,6,5,3,3,1,6,4,5,6,5,3,1,4
Minoritaria,Hombre,Privada distrital,18,1,0,0,0,0,0,2,0,0,1,0,1,2,0,2,5,7,5,4,6,4,2,7,2,7,1,1,3,6,4.25
Minoritaria,Mujer,Privada distrital,17,3,1,0,0,0,2,0,2,0,0,1,0,2,0,0,4,4,7,6,6,4,4,7,4,6,7,4,8,3,5.25
Minoritaria,Hombre,Privada distrital,14,1,3,0,2,3,0,1,0,2,0,3,0,0,2,3,6,7,7,5,1,3,1,7,3,1,6,5,10,10,4.33333333333333
Predominante,Hombre,Privada distrital,17,3,2,0,0,3,1,1,0,3,0,0,1,2,1,3,2,2,5,4,4,2,2,6,4,4,4,2,10,10,3.41666666666667
Predominante,Mujer,Privada distrital,17,1,0,2,1,0,0,1,0,0,0,1,0,0,2,3,6,6,7,5,2,6,2,7,2,7,6,2,5,6,4.83333333333333
Predominante,Hombre,Privada distrital,16,3,0,0,0,3,3,3,1,3,1,0,0,0,1,0,7,7,7,7,7,7,7,7,7,7,7,7,13,5,7
Minoritaria,Hombre,Privada distrital,17,0,0,2,0,2,1,2,0,0,2,3,0,0,1,2,6,6,5,6,5,4,2,6,5,5,6,3,7,8,4.91666666666667
Minoritaria,Mujer,Privada distrital,17,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,6,6,5,6,6,4,2,6,5,3,6,3,2,3,4.83333333333333
Minoritaria,Mujer,Privada distrital,18,2,3,0,0,1,2,1,1,3,3,0,1,0,3,0,7,6,4,3,2,2,2,4,6,2,2,4,10,10,3.66666666666667
Minoritaria,Hombre,Privada distrital,16,1,2,0,0,0,0,1,0,1,0,1,0,2,1,1,5,6,6,6,5,5,3,6,7,7,7,6,4,6,5.75
Predominante,Mujer,Privada distrital,15,0,1,1,2,1,1,3,0,1,1,3,0,0,2,3,1,1,5,3,1,1,1,1,2,2,1,1,9,10,1.66666666666667
Minoritaria,Mujer,Privada distrital,17,3,1,3,1,3,1,3,0,1,3,1,0,0,3,3,3,2,2,3,2,1,1,5,1,1,2,5,15,11,2.33333333333333
Minoritaria,Hombre,Privada distrital,14,0,1,2,1,0,0,1,0,1,0,1,1,1,1,1,7,5,6,4,5,3,4,3,3,3,4,1,5,6,4
Minoritaria,Mujer,Privada distrital,14,2,2,2,1,1,0,0,2,1,3,1,3,1,2,1,7,7,7,7,7,7,7,7,7,6,7,7,10,12,6.91666666666667
