Domicilio,Educacion,Sexo,Edad,C19_propio,C19_otros,Severidad_1,Severidad_2,Severidad_3,Reactancia_1,Reactancia_2,Reactancia_3,Reactancia_4,Reactancia_5,Reactancia_6,Reactancia_7,Reactancia_8,Reactancia_9,Reactancia_10,Reactancia_11,Actitud_1,Actitud_2,Actitud_3,NorSocial_1,NorSocial_2,NorSocial_3,NorMoral_1,NorMoral_2,NorMoral_3,Control_1,Control_2,Control_3,Control_4,Intencion_1,Intencion_2,Intencion_3
Ciudad_pequeña,Post-secundaria,Mujer,59,No,Si,7,6,6,3,5,3,4,6,5,7,3,4,5,3,7,7,7,7,7,7,7,7,7,6,6,7,6,7,7,7
Ciudad_grande,Secundaria,Mujer,37,No,Si,7,5,5,2,2,2,1,2,1,3,1,3,2,2,7,4,4,6,5,6,6,4,4,7,7,7,4,6,4,4
Ciudad_pequeña,Universitaria,Mujer,56,No,Si,5,4,3,4,5,3,5,5,4,3,4,5,5,4,5,5,4,4,6,3,4,5,6,4,3,6,5,5,4,3
Ciudad_pequeña,Universitaria,Mujer,51,No,Si,6,4,4,5,4,4,5,4,4,5,4,5,4,5,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5
Ciudad_mediana,Secundaria,Mujer,26,No,Si,4,3,3,4,4,5,5,6,6,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Poblado,Secundaria,Mujer,43,No,Si,5,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Ciudad_grande,Universitaria,Mujer,40,No,Si,6,5,5,6,6,6,6,6,7,6,6,6,6,7,4,7,5,5,5,5,5,2,2,4,7,1,7,1,1,1
Poblado,Universitaria,Mujer,29,No,Si,6,6,5,5,6,5,5,5,6,5,6,5,6,6,6,6,5,6,6,5,6,6,6,6,6,6,5,6,6,5
Poblado,Bachillerato,Mujer,37,No,Si,5,4,5,6,5,4,4,6,7,7,4,5,6,4,2,3,4,1,2,2,1,1,1,5,7,1,1,1,1,1
Ciudad_mediana,Secundaria,Mujer,54,No,Si,6,6,6,4,4,4,4,4,4,5,4,4,4,4,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5
Ciudad_enorme,Universitaria,Mujer,30,No,Si,7,7,4,3,1,2,3,5,7,7,2,4,5,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Ciudad_pequeña,Secundaria,Mujer,20,No,Si,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Ciudad_grande,Secundaria,Mujer,32,No,Si,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Ciudad_enorme,Universitaria,Mujer,37,No,Si,6,1,3,7,1,2,7,6,6,6,3,7,7,1,6,5,4,2,3,3,5,6,5,6,7,6,6,6,5,6
Ciudad_enorme,Universitaria,Mujer,61,No,Si,7,6,6,3,3,2,3,5,6,6,4,5,4,4,7,7,7,7,6,6,6,6,6,6,6,6,5,6,6,6
Poblado,Post-secundaria,Mujer,45,No,Si,7,7,7,4,4,2,2,6,5,7,2,3,4,2,7,6,6,6,7,6,6,7,7,4,4,5,4,7,7,7
Ciudad_pequeña,Técnica,Mujer,59,No,Si,6,6,6,6,6,4,3,5,5,4,4,4,5,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4
Ciudad_grande,Universitaria,Mujer,64,No,Si,7,7,7,6,6,6,5,6,5,5,3,3,6,5,7,6,6,7,7,7,7,7,7,7,7,7,1,7,7,7
Poblado,Universitaria,Mujer,36,No,Si,5,5,5,4,4,4,4,4,4,4,4,4,4,4,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5
Poblado,Secundaria,Mujer,53,No,Si,6,6,5,4,3,3,2,4,5,4,2,4,4,3,7,6,6,6,6,6,6,7,6,5,6,4,3,6,6,6
Ciudad_grande,Post-secundaria,Mujer,59,No,Si,5,5,5,6,4,5,4,5,5,6,4,5,5,5,5,5,5,5,5,5,5,5,5,2,3,3,3,5,5,5
Ciudad_enorme,Universitaria,Mujer,44,No,Si,6,6,5,4,4,3,3,5,4,5,3,5,5,4,6,5,6,4,4,5,4,5,5,5,4,4,5,4,5,5
Poblado,Bachillerato,Mujer,34,No,Si,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Ciudad_enorme,Universitaria,Mujer,38,No,Si,7,7,7,4,3,2,2,4,5,3,2,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,7,4,4,4
Ciudad_pequeña,Técnica,Mujer,21,No,Si,6,5,5,5,5,5,5,5,5,5,5,5,5,5,7,6,6,6,6,5,4,5,4,4,5,4,5,5,4,5
Ciudad_enorme,Universitaria,Mujer,44,No,Si,5,4,4,5,4,3,3,5,5,5,4,4,5,4,5,5,4,4,4,4,4,4,4,5,6,5,5,5,4,4
Poblado,Primaria,Mujer,18,No,Si,2,3,1,5,6,4,4,5,7,5,4,6,7,7,1,2,2,1,2,2,2,1,1,1,7,1,1,1,1,1
Poblado,Post-secundaria,Mujer,46,No,Si,5,4,4,7,5,5,7,6,6,6,5,5,5,5,6,5,5,5,5,5,5,5,5,3,7,5,3,5,4,4
Poblado,Secundaria,Mujer,61,No,Si,7,7,7,4,1,6,7,7,7,7,7,7,7,4,7,7,7,4,4,4,7,4,7,1,7,1,1,7,7,7
Ciudad_enorme,Universitaria,Mujer,54,No,Si,7,7,7,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Poblado,Universitaria,Mujer,56,No,Si,2,4,3,7,5,4,4,4,4,4,4,4,4,4,1,1,1,3,3,3,4,1,1,1,7,1,7,1,1,1
Poblado,Secundaria,Mujer,54,No,Si,5,6,5,5,6,4,3,5,6,6,7,4,5,4,6,4,6,5,6,4,5,7,4,4,6,6,4,7,6,5
Ciudad_mediana,Universitaria,Mujer,29,No,Si,6,3,3,2,2,2,2,2,2,3,3,2,2,2,6,6,6,5,5,5,6,6,5,6,6,6,6,6,6,6
Ciudad_grande,Universitaria,Mujer,52,No,Si,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4
Ciudad_grande,Secundaria,Hombre,18,Si,No,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Ciudad_pequeña,Secundaria,Mujer,57,Si,No,7,7,7,4,2,3,4,5,5,6,3,4,5,3,7,7,7,6,6,6,7,6,6,6,6,7,7,6,6,7
Ciudad_grande,Universitaria,Hombre,27,Si,Si,5,2,2,6,3,2,3,6,7,6,1,3,3,2,1,4,2,2,1,2,2,1,2,2,7,2,2,2,1,2
Ciudad_enorme,Post-secundaria,Hombre,41,Si,Si,5,5,5,3,2,2,5,3,4,5,3,4,3,2,5,5,4,4,1,2,1,3,1,4,5,4,4,4,2,2
Ciudad_enorme,Universitaria,Hombre,34,Si,Si,4,4,4,3,3,3,3,3,4,4,3,3,3,3,3,3,3,4,4,4,5,3,3,4,4,3,3,5,4,3
Poblado,Secundaria,Hombre,41,Si,Si,5,4,3,3,4,1,3,2,3,2,1,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Ciudad_mediana,Bachillerato,Hombre,58,Si,Si,5,5,4,6,6,3,5,6,7,6,5,6,7,6,4,4,4,3,4,2,5,5,5,7,7,7,7,5,3,2
Poblado,Universitaria,Hombre,36,Si,Si,4,4,5,5,3,2,4,5,6,6,3,6,4,3,4,4,4,2,2,2,4,4,4,6,6,6,4,5,4,4
Ciudad_enorme,Post-secundaria,Hombre,59,Si,Si,7,7,7,4,3,3,3,5,4,5,3,4,5,4,4,4,4,4,4,4,4,3,3,3,5,4,4,3,3,3
Poblado,Secundaria,Hombre,65,Si,Si,7,7,7,6,4,1,4,7,7,7,4,7,7,7,7,4,4,4,4,4,4,4,4,5,7,4,1,4,4,3
Ciudad_grande,Universitaria,Hombre,33,Si,Si,6,6,6,6,3,3,2,5,3,6,2,4,5,3,5,5,2,3,3,3,4,3,4,5,7,4,3,5,3,3
Poblado,Post-secundaria,Hombre,63,Si,Si,5,5,4,4,4,4,4,4,5,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,6,4,4,6,4,4
Poblado,Universitaria,Hombre,25,Si,Si,7,7,6,3,4,3,4,4,4,4,3,3,5,4,6,5,5,5,5,5,5,5,5,6,7,7,7,6,6,6
Ciudad_mediana,Universitaria,Hombre,55,Si,Si,7,6,7,4,4,5,6,6,7,7,4,7,5,5,7,5,4,7,7,7,7,7,7,7,7,7,7,7,7,7
Poblado,Post-secundaria,Hombre,62,Si,Si,4,5,4,5,4,4,4,6,6,5,4,4,4,5,4,4,4,4,4,3,4,4,4,3,6,4,2,3,2,3
Ciudad_grande,Secundaria,Hombre,30,Si,Si,2,2,2,7,3,7,6,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1
Ciudad_mediana,Técnica,Hombre,29,Si,Si,4,3,3,4,4,3,3,6,6,5,3,6,6,5,3,2,6,2,2,2,2,1,2,5,7,1,1,2,2,1
Ciudad_pequeña,Post-secundaria,Hombre,42,Si,Si,3,3,3,7,4,4,7,7,4,7,4,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
Ciudad_mediana,Bachillerato,Hombre,30,Si,Si,6,4,3,3,3,2,4,5,6,5,4,5,4,3,5,4,6,5,4,4,3,3,5,5,6,3,4,6,5,5
Ciudad_mediana,Secundaria,Hombre,54,Si,Si,5,5,6,5,5,6,5,5,5,6,5,5,5,5,6,6,5,4,5,5,4,5,5,5,6,5,5,5,5,5
Ciudad_pequeña,Post-secundaria,Hombre,31,Si,Si,4,1,1,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,7,1,1,1,7,1,4,7,1,1
Ciudad_pequeña,Secundaria,Hombre,30,Si,Si,7,7,7,6,6,6,5,6,7,6,6,5,5,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Ciudad_grande,Secundaria,Mujer,26,Si,Si,3,3,3,4,4,7,6,3,6,4,5,4,5,5,4,5,6,6,6,4,4,4,4,4,4,5,6,4,4,4
Ciudad_grande,Post-secundaria,Mujer,38,Si,Si,3,4,4,5,4,3,4,5,4,5,3,5,5,4,7,6,6,6,7,6,6,7,7,5,6,5,7,6,6,6
Ciudad_enorme,Secundaria,Mujer,29,Si,Si,7,6,7,6,4,2,2,6,6,7,2,2,4,3,7,7,7,7,7,6,7,7,7,7,3,6,6,7,7,7
Poblado,Universitaria,Mujer,46,Si,Si,6,6,5,4,3,2,4,6,6,6,4,5,4,4,7,7,4,5,6,6,6,6,7,4,6,5,6,6,6,6
Ciudad_grande,Técnica,Mujer,65,Si,Si,7,6,6,3,4,3,2,3,3,2,2,5,2,2,6,4,4,5,5,5,4,6,5,5,6,5,3,5,5,6
Ciudad_pequeña,Secundaria,Mujer,63,Si,Si,7,6,6,2,3,2,4,4,6,5,2,5,4,4,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Ciudad_mediana,Universitaria,Mujer,59,Si,Si,7,7,6,5,5,3,3,5,7,6,4,5,5,4,7,7,7,5,6,6,6,6,6,6,6,7,7,7,7,7
Ciudad_pequeña,Bachillerato,Mujer,23,Si,Si,3,3,3,4,2,2,4,5,6,5,2,3,6,4,6,5,4,4,3,3,2,1,5,3,6,4,6,2,2,2
Ciudad_mediana,Universitaria,Mujer,59,Si,Si,6,5,4,4,4,4,4,6,6,6,4,5,4,4,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6
Ciudad_pequeña,Universitaria,Mujer,43,Si,Si,6,4,2,5,2,2,3,5,6,6,2,4,5,5,6,4,4,4,4,3,4,3,5,4,6,3,4,5,4,3
Poblado,Bachillerato,Mujer,34,Si,Si,4,4,4,7,1,1,1,4,7,7,1,4,7,4,1,1,4,2,2,2,1,1,1,1,7,1,7,1,1,1
Ciudad_mediana,Universitaria,Mujer,35,Si,Si,5,4,3,3,3,3,3,4,5,4,3,4,4,4,6,5,4,4,4,4,4,4,4,3,6,4,4,4,3,4
Ciudad_mediana,Secundaria,Mujer,24,Si,Si,4,2,2,6,6,4,4,4,7,7,4,4,7,2,4,2,4,1,1,1,1,1,1,1,7,4,7,4,2,2
Ciudad_pequeña,Secundaria,Mujer,62,Si,Si,7,5,5,5,3,3,5,5,7,7,5,5,5,6,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7
Ciudad_mediana,Técnica,Mujer,55,Si,Si,7,7,7,1,1,1,1,1,1,1,1,1,1,1,7,7,7,5,4,4,7,7,7,7,7,7,7,7,7,7
Ciudad_grande,Secundaria,Mujer,32,Si,Si,5,3,4,7,5,4,3,6,6,7,6,6,7,6,4,3,2,1,1,1,2,2,2,1,3,1,1,1,1,1
Ciudad_mediana,Secundaria,Mujer,63,Si,Si,6,6,6,5,6,5,5,4,6,6,6,7,5,5,6,6,2,6,6,6,6,6,6,6,6,6,7,7,7,7
Ciudad_grande,Universitaria,Mujer,53,Si,Si,2,2,2,2,1,1,5,3,7,4,2,6,6,3,3,4,3,3,4,4,4,1,3,5,7,4,7,3,1,2
Poblado,Universitaria,Mujer,43,Si,Si,7,5,5,3,2,1,1,1,2,2,2,2,3,1,7,6,6,7,7,7,7,7,7,7,6,7,6,6,7,7
Poblado,Universitaria,Mujer,29,Si,Si,4,4,5,7,3,1,2,7,4,6,2,5,6,2,2,1,2,2,2,2,2,1,1,7,7,5,7,5,2,2
Ciudad_grande,Secundaria,Mujer,36,Si,Si,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Ciudad_mediana,Universitaria,Mujer,35,Si,Si,6,6,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Poblado,Secundaria,Mujer,59,Si,Si,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Poblado,Secundaria,Mujer,20,Si,Si,6,4,3,4,4,4,2,6,4,6,4,4,6,4,6,6,6,6,6,6,4,6,6,6,6,6,5,6,6,6
Ciudad_grande,Universitaria,Mujer,34,Si,Si,6,4,6,2,2,2,2,4,6,5,1,1,2,3,7,6,1,6,6,6,6,7,6,6,5,5,6,7,7,7
Ciudad_mediana,Secundaria,Mujer,34,Si,Si,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Ciudad_mediana,Post-secundaria,Mujer,55,Si,Si,6,4,4,4,4,4,4,4,4,4,5,4,3,5,2,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4
Poblado,Universitaria,Mujer,35,Si,Si,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
